word,lemma,headword,part_of_speech,word_family_id,canonical_headword,family_role,forms,derived_forms,compound_forms,categories,register,meaning_en_simple,semantic_notes,related_words,opposites,common_collocations,raw_count_total,document_frequency_total,source_diversity,source_tables,form_counts,core_score,confidence,needs_human_review,review_reason
goblin-guided,goblin-guid,goblin-guided,,goblin-guid,goblin-guid,compound,goblin-guided,,goblin-guided,war_conflict,,"controlled or directed by goblins, possibly in a military or strategic sense",,guided;directed,unguided;undirected,,2,2,1,JournalEncounterSection,goblin-guided:2,28.0986,0.6,True,low_confidence
hand-lobbed,hand-lobb,hand-lobbed,,hand-lobb,hand-lobb,compound,hand-lobbed,,hand-lobbed,war_conflict,,"thrown or launched by hand, especially in the context of projectiles or explosives",,lobbed;projectile,machine-launched;automated,,2,2,1,ItemSparse,hand-lobbed:2,28.0986,0.7,True,low_confidence
lok-narash,lok-narash,lok-narash,,lok-narash,lok-narash,compound,lok-narash,,lok-narash,war_conflict,,a battle cry or call to arms associated with the Frostwolves,,,,,2,2,1,BroadcastText,lok-narash:2,28.0986,0.6,True,low_confidence
man-at-arms,man-at-arm,man-at-arms,,man-at-arm,man-at-arm,compound,man-at-arms,,man-at-arms,war_conflict,,a person or thing associated with military service or combat,,,,,2,2,1,JournalEncounterSection,man-at-arms:2,28.0986,0.8,False,
non-boss,non-boss,non-boss,,non-boss,non-boss,compound,non-boss,,non-boss,war_conflict,,"not a leader or commander, often used to describe enemies or opponents",,boss;leader;enemy,,,2,2,1,JournalEncounterSection,non-boss:2,28.0986,0.8,False,
single-target,single-target,single-target,,single-target,single-target,compound,single-target,,single-target,war_conflict,,targeting a single person or thing,,target;focus;concentrate,multi-target;broad;general,,2,2,1,JournalEncounterSection,single-target:2,28.0986,0.9,False,
two-foot,two-foot,two-foot,,two-foot,two-foot,compound,two-foot,,two-foot,war_conflict,,having two feet or being of average height,,draenei;soldier;fighter,one-footed;short,,2,2,1,BroadcastText,two-foot:2,28.0986,0.6,True,low_confidence
war-tank,war-tank,war-tank,,war-tank,war-tank,compound,war-tank,,war-tank,war_conflict,,a tank or armored vehicle used in war,,gear;grinder;encounter,peaceful;non-violent,,2,1,1,JournalEncounterSection,war-tank:2,28.0986,0.7,True,low_confidence
warm-up,warm-up,warm-up,,warm-up,warm-up,compound,warm-up,,warm-up,war_conflict,,a preparation or warm-up exercise for battle,,draenei;soldier;fighter,cool-down;relaxation,,2,2,1,BroadcastText,warm-up:2,28.0986,0.6,True,low_confidence
well-timed,well-tim,well-timed,,well-tim,well-tim,compound,well-timed,,well-timed,war_conflict,,timed or coordinated perfectly for success,,soldiers;battle;towers,untimely;uncoordinated,,2,2,1,JournalEncounterSection,well-timed:2,28.0986,0.8,False,
anti-trespassing,anti-trespass,anti-trespassing,,anti-trespass,anti-trespass,compound,anti-trespassing,,anti-trespassing,war_conflict,,relating to the prevention of trespassing or unauthorized entry,,,,,1,1,1,JournalEncounterSection,anti-trespassing:1,27.6931,0.9,False,
area-denial,area-denial,area-denial,,area-denial,area-denial,compound,area-denial,,area-denial,war_conflict,,relating to or dealing with the prevention of enemy movement or access to a particular area,,,,,1,1,1,JournalEncounterSection,area-denial:1,27.6931,0.8,False,
bastion--an,bastion--an,bastion--an,,bastion--an,bastion--an,compound,bastion--an,,bastion--an,war_conflict,,referring to Bastion and its connection to the Primus,,Bastion;Primus,,,1,1,1,BroadcastText,bastion--an:1,27.6931,0.6,True,low_confidence
battle-bound,battle-bound,battle-bound,,battle-bound,battle-bound,compound,battle-bound,,battle-bound,war_conflict,,bound to or connected with battle,,battle;warhound,,,1,1,1,ItemSparse,battle-bound:1,27.6931,0.9,False,
blade-for-hire,blade-for-hire,blade-for-hire,,blade-for-hire,blade-for-hire,compound,blade-for-hire,,blade-for-hire,war_conflict,,a person who fights for hire or as a mercenary,,,,,1,1,1,JournalEncounter,blade-for-hire:1,27.6931,0.9,False,
close-quarters,close-quarter,close-quarters,,close-quarter,close-quarter,compound,close-quarters,,close-quarters,war_conflict,,fought or occurring in close proximity,,intense;ferocious;brutal,distant;remote,,1,1,1,ItemSparse,close-quarters:1,27.6931,0.9,False,
combat--it,combat--it,combat--it,,combat--it,combat--it,compound,combat--it,,combat--it,war_conflict,,fought or occurring in combat or battle,,intense;ferocious;brutal,distant;remote,,1,1,1,ItemSparse,combat--it:1,27.6931,0.9,False,
crack-shot,crack-shot,crack-shot,,crack-shot,crack-shot,compound,crack-shot,,crack-shot,war_conflict,,accurate or skilled in shooting or marksmanship,,skilled;proficient;expert,inept;incompetent,,1,1,1,JournalEncounterSection,crack-shot:1,27.6931,0.8,False,
crusade--for,crusade--for,crusade--for,,crusade--for,crusade--for,compound,crusade--for,,crusade--for,war_conflict,,"a campaign or movement to achieve a particular goal, often involving conflict or violence",,crusade;for,,,1,1,1,JournalEncounter,crusade--for:1,27.6931,0.9,False,
crusaders--who,crusaders--who,crusaders--who,,crusaders--who,crusaders--who,compound,crusaders--who,,crusaders--who,war_conflict,,"people who are part of a crusade or movement, often involving conflict or violence",,crusader;who,,,1,1,1,JournalEncounter,crusaders--who:1,27.6931,0.8,False,
damage-dealers,damage-dealer,damage-dealers,,damage-dealer,damage-dealer,compound,damage-dealers,,damage-dealers,war_conflict,,people or things that cause harm or damage to others,,dealers;harm;damage,,,1,1,1,JournalEncounterSection,damage-dealers:1,27.6931,0.7,True,low_confidence
danger--which,danger--which,danger--which,,danger--which,danger--which,compound,danger--which,,danger--which,war_conflict,,a situation or thing that could cause harm or damage to others,,danger;harm;damage,,,1,1,1,BroadcastText,danger--which:1,27.6931,0.5,True,low_confidence
deadliest--ordnance,deadliest--ordnance,deadliest--ordnance,,deadliest--ordnance,deadliest--ordnance,compound,deadliest--ordnance,,deadliest--ordnance,war_conflict,,the most deadly or destructive weapons,,deadly;destructive;lethal,,,1,1,1,JournalEncounter,deadliest--ordnance:1,27.6931,0.6,True,low_confidence
death-defying,death-defy,death-defying,,death-defy,death-defy,compound,death-defying,,death-defying,war_conflict,,"extremely brave or daring, especially in the face of danger",,brave;daring;courageous,,,1,1,1,ItemSparse,death-defying:1,27.6931,0.9,False,
deck-swabbin,deck-swabbin,deck-swabbin,,deck-swabbin,deck-swabbin,compound,deck-swabbin,,deck-swabbin,war_conflict,,related to naval warfare or cleaning decks,,navy;ship;cleaning,peace;land,,1,1,1,BroadcastText,deck-swabbin:1,27.6931,0.7,True,low_confidence
drawn--but,drawn--but,drawn--but,,drawn--but,drawn--but,compound,drawn--but,,drawn--but,war_conflict,,"having a sword or other weapon drawn, but not yet used",,sword;weapon;battle,,,1,1,1,BroadcastText,drawn--but:1,27.6931,0.7,True,low_confidence
efforts--all,efforts--all,efforts--all,,efforts--all,efforts--all,compound,efforts--all,,efforts--all,war_conflict,,all efforts or attempts to achieve a goal or objective,,effort;attempt;objective,failure;defeat,,1,1,1,BroadcastText,efforts--all:1,27.6931,0.1,True,low_confidence
encounter-wide,encounter-wide,encounter-wide,,encounter-wide,encounter-wide,compound,encounter-wide,,encounter-wide,war_conflict,,affecting or involving all participants in a battle or encounter,,battle;encounter;participants,,,1,1,1,JournalEncounterSection,encounter-wide:1,27.6931,1.0,False,
end-game,end-game,end-game,,end-game,end-game,compound,end-game,,end-game,war_conflict,,"the final stage or level of a game, requiring great skill and effort to achieve",,game;final;stage,,,1,1,1,ItemSparse,end-game:1,27.6931,1.0,False,
ever-increasing,ever-increas,ever-increasing,,ever-increas,ever-increas,compound,ever-increasing,,ever-increasing,war_conflict,,"continuously growing or escalating, often in a threatening or ominous way",,increase;escalate;threatening,,,1,1,1,JournalEncounterSection,ever-increasing:1,27.6931,1.0,False,
ever-tactical,ever-tactical,ever-tactical,,ever-tactical,ever-tactical,compound,ever-tactical,,ever-tactical,war_conflict,,"continuously planning or executing strategies, often in a calculated and precise way",,tactic;strategy;precise,,,1,1,1,JournalEncounter,ever-tactical:1,27.6931,1.0,False,
fel-enemies,fel-enemy,fel-enemies,,fel-enemy,fel-enemy,compound,fel-enemies,,fel-enemies,war_conflict,,enemies or foes that are influenced by fel energy or power,,enemy;foe;adversary,ally;friend;comrade,,1,1,1,ItemSparse,fel-enemies:1,27.6931,0.9,False,
ferocious--worgs,ferocious--worg,ferocious--worgs,,ferocious--worg,ferocious--worg,compound,ferocious--worgs,,ferocious--worgs,war_conflict,,"fierce or ferocious, specifically in relation to worgs",,ferocious;fierce;brutal,gentle;tame;docile,,1,1,1,JournalEncounter,ferocious--worgs:1,27.6931,0.7,True,low_confidence
fire-breathing,fire-breath,fire-breathing,,fire-breath,fire-breath,compound,fire-breathing,,fire-breathing,war_conflict,,breathing fire or having the ability to do so,,fire;breath;flame,ice-cold;frosty;icy,,1,1,1,JournalEncounter,fire-breathing:1,27.6931,0.9,False,
fire-keepers,fire-keeper,fire-keepers,,fire-keeper,fire-keeper,compound,fire-keepers,,fire-keepers,war_conflict,,people who guard or protect fire,,,,,1,1,1,JournalEncounter,fire-keepers:1,27.6931,0.7,True,low_confidence
fire-watchers,fire-watcher,fire-watchers,,fire-watcher,fire-watcher,compound,fire-watchers,,fire-watchers,war_conflict,,people who watch or guard fire,,,,,1,1,1,ItemSparse,fire-watchers:1,27.6931,0.7,True,low_confidence
foes--living,foes--liv,foes--living,,foes--liv,foes--liv,compound,foes--living,,foes--living,war_conflict,,enemies or adversaries that are still living,,,,,1,1,1,JournalEncounter,foes--living:1,27.6931,0.7,True,low_confidence
front-line,front-line,front-line,,front-line,front-line,compound,front-line,,front-line,war_conflict,,the front or leading edge of a battle or conflict,,battle;conflict,,,1,1,1,JournalEncounterSection,front-line:1,27.6931,0.9,False,
full-scale,full-scale,full-scale,,full-scale,full-scale,compound,full-scale,,full-scale,war_conflict,,on a large or complete scale,,scale;large,,,1,1,1,BroadcastText,full-scale:1,27.6931,0.9,False,
gordok--then,gordok--then,gordok--then,,gordok--then,gordok--then,compound,gordok--then,,gordok--then,war_conflict,,"Gordok, then king",,gordok;king,,,1,1,1,JournalEncounter,gordok--then:1,27.6931,0.8,False,
grenade-like,grenade-like,grenade-like,,grenade-like,grenade-like,compound,grenade-like,,grenade-like,war_conflict,,resembling a grenade,,explosive;dangerous;deadly,harmless;benign;peaceful,,1,1,1,ItemSparse,grenade-like:1,27.6931,0.9,False,
hair-trigger,hair-trigger,hair-trigger,,hair-trigger,hair-trigger,compound,hair-trigger,,hair-trigger,war_conflict,,having a quick or sudden temper,,irascible;short-tempered;hot-headed,calm;composed;even-tempered,,1,1,1,JournalEncounter,hair-trigger:1,27.6931,0.8,False,
hammer--ironfel--from,hammer--ironfel--from,hammer--ironfel--from,,hammer--ironfel--from,hammer--ironfel--from,compound,hammer--ironfel--from,,hammer--ironfel--from,war_conflict,,a type of hammer or tool used for ironworking,,hammer;tool;ironworking,saw;drill;machine,,1,1,1,JournalEncounter,hammer--ironfel--from:1,27.6931,0.8,False,
hammerfall--horde,hammerfall--horde,hammerfall--horde,,hammerfall--horde,hammerfall--horde,compound,hammerfall--horde,,hammerfall--horde,war_conflict,,"a type of hammer or tool used for ironworking, associated with the Horde",,hammer;tool;ironworking,saw;drill;machine,,1,1,1,BroadcastText,hammerfall--horde:1,27.6931,0.7,True,low_confidence
high-security,high-security,high-security,,high-security,high-security,compound,high-security,,high-security,war_conflict,,"very secure, protected by strong defenses",,,,,1,1,1,BroadcastText,high-security:1,27.6931,0.4,True,low_confidence
horde--a,horde--a,horde--a,,horde--a,horde--a,compound,horde--a,,horde--a,war_conflict,,"the Horde, a group of people united in their pursuit of freedom and honor",,,,,1,1,1,BroadcastText,horde--a:1,27.6931,0.9,False,
horde--or,horde--or,horde--or,,horde--or,horde--or,compound,horde--or,,horde--or,war_conflict,,"the Horde, or the Alliance, two groups of people with different goals and values",,,,,1,1,1,BroadcastText,horde--or:1,27.6931,0.8,False,
horde-aligned,horde-align,horde-aligned,,horde-align,horde-align,compound,horde-aligned,,horde-aligned,war_conflict,,"supporting or belonging to the Horde, a group of people united in their pursuit of freedom and honor",,,,,1,1,1,ItemSparse,horde-aligned:1,27.6931,0.7,True,low_confidence
hozen-fu,hozen-fu,hozen-fu,,hozen-fu,hozen-fu,compound,hozen-fu,,hozen-fu,war_conflict,,martial art or fighting style,,fight;battle;combat,,,1,1,1,BroadcastText,hozen-fu:1,27.6931,1.0,False,
hunt--and,hunt--and,hunt--and,,hunt--and,hunt--and,compound,hunt--and,,hunt--and,war_conflict,,hunting and killing,,hunt;kill;slaughter,,,1,1,1,BroadcastText,hunt--and:1,27.6931,1.0,False,
hunter-killer,hunter-killer,hunter-killer,,hunter-killer,hunter-killer,compound,hunter-killer,,hunter-killer,war_conflict,,person who hunts and kills,,hunter;killer;assassin,,,1,1,1,ItemSparse,hunter-killer:1,27.6931,1.0,False,
intruders--mechagnomes,intruders--mechagnome,intruders--mechagnomes,,intruders--mechagnome,intruders--mechagnome,compound,intruders--mechagnomes,,intruders--mechagnomes,war_conflict,,people or things that enter a place without permission,,intrude;enter;invade,,,1,1,1,JournalEncounter,intruders--mechagnomes:1,27.6931,1.0,False,
joint-faction,joint-faction,joint-faction,,joint-faction,joint-faction,compound,joint-faction,,joint-faction,war_conflict,,a joint or shared effort between different factions or groups,,,,,1,1,1,ItemSparse,joint-faction:1,27.6931,1.0,False,
just-pillaged,just-pillag,just-pillaged,,just-pillag,just-pillag,compound,just-pillaged,,just-pillaged,war_conflict,,"recently plundered or looted, often referring to a battle or conflict",,,,,1,1,1,ItemSparse,just-pillaged:1,27.6931,1.0,False,
k-kill,k-kill,k-kill,,k-kill,k-kill,compound,k-kill,,k-kill,war_conflict,,"to kill or slay, often referring to combat or violence",,,,,1,1,1,BroadcastText,k-kill:1,27.6931,1.0,False,
largest--and,largest--and,largest--and,,largest--and,largest--and,compound,largest--and,,largest--and,war_conflict,,a reference to size or scale in the context of war or conflict,,size;scale;war,small;insignificant,,1,1,1,JournalEncounter,largest--and:1,27.6931,0.7,True,low_confidence
lives--even,lives--even,lives--even,,lives--even,lives--even,compound,lives--even,,lives--even,war_conflict,,relating to lives lost in conflict,,battle-scarred;wounded;fatally,,,1,1,1,BroadcastText,lives--even:1,27.6931,0.3,True,low_confidence
look--this,look--thi,look--this,,look--thi,look--thi,compound,look--this,,look--this,war_conflict,,relating to a look or glance during conflict,,battle-scarred;wounded;fatally,,,1,1,1,BroadcastText,look--this:1,27.6931,0.9,False,
mage-guard,mage-guard,mage-guard,,mage-guard,mage-guard,compound,mage-guard,,mage-guard,war_conflict,,a magical protector or guardian,,soldier;guard;protector,,,1,1,1,ItemSparse,mage-guard:1,27.6931,0.7,True,low_confidence
magic-user,magic-user,magic-user,,magic-user,magic-user,compound,magic-user,,magic-user,war_conflict,,a person who uses magic for various purposes,,magician;wizard;spellcaster,,,1,1,1,ItemSparse,magic-user:1,27.6931,0.8,False,
make--we,make--we,make--we,,make--we,make--we,compound,make--we,,make--we,war_conflict,,a statement or oath of unity and cooperation in conflict or war,,oath;pledge;commitment,,,1,1,1,BroadcastText,make--we:1,27.6931,0.5,True,low_confidence
man-o-war,man-o-war,man-o-war,,man-o-war,man-o-war,compound,man-o-war,,man-o-war,war_conflict,,a type of warship or vessel used in naval warfare,,ship;vessel;naval,,,1,1,1,JournalEncounterSection,man-o-war:1,27.6931,0.8,False,
martially-skilled,martially-skill,martially-skilled,,martially-skill,martially-skill,compound,martially-skilled,,martially-skilled,war_conflict,,skilled in martial or military arts,,military;warrior;fighting,peaceful;non-violent,,1,1,1,ItemSparse,martially-skilled:1,27.6931,0.8,False,
military-grade,military-grade,military-grade,,military-grade,military-grade,compound,military-grade,,military-grade,war_conflict,,"of high quality or standard, suitable for military use",,,,,1,1,1,ItemSparse,military-grade:1,27.6931,1.0,False,
move-on,move-on,move-on,,move-on,move-on,compound,move-on,,move-on,war_conflict,,to leave or depart from a place,,leave;depart;go,stay;remain,,1,1,1,ItemSparse,move-on:1,27.6931,0.7,True,low_confidence
news--the,news--the,news--the,,news--the,news--the,compound,news--the,,news--the,war_conflict,,"information or reports about recent events or developments, often in a context of war or conflict",,news;events;developments,old;outdated,,1,1,1,BroadcastText,news--the:1,27.6931,0.3,True,low_confidence
non-heroic,non-heroic,non-heroic,,non-heroic,non-heroic,compound,non-heroic,,non-heroic,war_conflict,,not heroic,,heroic;family;words,,,1,1,1,JournalEncounterSection,non-heroic:1,27.6931,0.9,False,
obstacles--colossal,obstacles--colossal,obstacles--colossal,,obstacles--colossal,obstacles--colossal,compound,obstacles--colossal,,obstacles--colossal,war_conflict;travel_places,,large obstacles in one's path,,obstacle;challenge;hindrance,ease;facility,,1,1,1,BroadcastText,obstacles--colossal:1,27.6931,1.0,False,
off-hand,off-hand,off-hand,,off-hand,off-hand,compound,off-hand,,off-hand,war_conflict;travel_places,,in a secondary or auxiliary manner,,hand;auxiliary;secondary,primary;main,,1,1,1,ItemNameDescription,off-hand:1,27.6931,1.0,False,
off-limits,off-limit,off-limits,,off-limit,off-limit,compound,off-limits,,off-limits,war_conflict;travel_places,,not allowed or permitted to enter or access a place or thing,,limit;restriction;prohibition,allowed;permitted,,1,1,1,JournalEncounter,off-limits:1,27.6931,1.0,False,
old-timer,old-timer,old-timer,,old-timer,old-timer,compound,old-timer,,old-timer,war_conflict;travel_places,,an older person who is experienced or skilled in a particular activity,,age;experience;skill,youngster;novice,,1,1,1,JournalEncounter,old-timer:1,27.6931,1.0,False,
pauldron--as,pauldron--a,pauldron--as,,pauldron--a,pauldron--a,compound,pauldron--as,,pauldron--as,war_conflict,,"a type of armor, specifically a pauldron, used in war",,,,,1,1,1,JournalEncounter,pauldron--as:1,27.6931,0.8,False,
pit-fighting,pit-fight,pit-fighting,,pit-fight,pit-fight,compound,pit-fighting,,pit-fighting,war_conflict,,"a type of fighting or combat that takes place in a pit, often used to describe a brutal or savage form of violence",,,,,1,1,1,ItemSparse,pit-fighting:1,27.6931,0.8,False,
place--fighting,place--fight,place--fighting,,place--fight,place--fight,compound,place--fighting,,place--fighting,war_conflict,,"a location or place where fighting is taking place, often used to describe a battlefield or combat zone",,,,,1,1,1,BroadcastText,place--fighting:1,27.6931,0.7,True,low_confidence
pre-legion,pre-legion,pre-legion,,pre-legion,pre-legion,compound,pre-legion,,pre-legion,war_conflict,,a period of time before a legion or large military force was formed,,military;army;soldiers,legionary;militant;belligerent,,1,1,1,ItemSparse,pre-legion:1,27.6931,0.2,True,low_confidence
pre-selected,pre-select,pre-selected,,pre-select,pre-select,compound,pre-selected,,pre-selected,war_conflict,,something that has already been selected or chosen for a particular purpose,,selected;chosen;designated,unselected;unchosen;undesignated,,1,1,1,JournalEncounterSection,pre-selected:1,27.6931,0.1,True,low_confidence
prey--and,prey--and,prey--and,,prey--and,prey--and,compound,prey--and,,prey--and,war_conflict,,a phrase or expression used to describe the relationship between a hunter and their prey,,hunter;prey;hunting,predator;victim;exploitation,,1,1,1,BroadcastText,prey--and:1,27.6931,0.1,True,low_confidence
raid-r,raid-r,raid-r,,raid-r,raid-r,compound,raid-r,,raid-r,war_conflict,,a type of raid or assault,,raid;assault;invasion,,,1,1,1,ItemSparse,raid-r:1,27.6931,1.0,False,
re-engaged,re-engag,re-engaged,,re-engag,re-engag,compound,re-engaged,,re-engaged,war_conflict,,engaged or involved in a conflict or battle,,engage;involved;participate,,,1,1,1,JournalEncounterSection,re-engaged:1,27.6931,1.0,False,
re-engages,re-engage,re-engages,,re-engage,re-engage,compound,re-engages,,re-engages,war_conflict,,engaged or involved in a conflict or battle,,engage;involved;participate,,,1,1,1,JournalEncounterSection,re-engages:1,27.6931,1.0,False,
re-engaging,re-engag,re-engaging,,re-engag,re-engag,compound,re-engaging,,re-engaging,war_conflict,,engaged or involved in a conflict or battle,,engage;involved;participate,,,1,1,1,JournalEncounterSection,re-engaging:1,27.6931,1.0,False,
re-take,re-take,re-take,,re-take,re-take,compound,re-take,,re-take,war_conflict,,"to take or capture something again, often after it has been lost or taken away",,take;capture;seize,release;let go,,1,1,1,BroadcastText,re-take:1,27.6931,0.9,False,
riders--we're,riders--we're,riders--we're,,riders--we're,riders--we're,compound,riders--we're,,riders--we're,war_conflict,,"people who ride or travel on horseback, often as a form of transportation or for recreation",,ride;travel;horseback,walk;hike,,1,1,1,BroadcastText,riders--we're:1,27.6931,0.7,True,low_confidence
ro-shambo,ro-shambo,ro-shambo,,ro-shambo,ro-shambo,compound,ro-shambo,,ro-shambo,war_conflict,,"a form of combat or challenge, possibly martial arts",,brawl;fight,,,1,1,1,ItemSparse,ro-shambo:1,27.6931,0.7,True,low_confidence
robe-robber,robe-robber,robe-robber,,robe-robber,robe-robber,compound,robe-robber,,robe-robber,war_conflict,,"a thief or robber, possibly in a martial context",,thief;bandit,,,1,1,1,ItemSparse,robe-robber:1,27.6931,0.6,True,low_confidence
safely--explode,safely--explode,safely--explode,,safely--explode,safely--explode,compound,safely--explode,,safely--explode,war_conflict,,"to explode safely or without harm, possibly in a martial or conflict context",,explode;safe,,,1,1,1,ItemSparse,safely--explode:1,27.6931,0.7,True,low_confidence
surface-to-gnome,surface-to-gnome,surface-to-gnome,,surface-to-gnome,surface-to-gnome,compound,surface-to-gnome,,surface-to-gnome,war_conflict,,a type of missile that targets gnomes,,missile;target,,,1,1,1,ItemSparse,surface-to-gnome:1,27.6931,0.7,True,low_confidence
tank-specced,tank-specc,tank-specced,,tank-specc,tank-specc,compound,tank-specced,,tank-specced,war_conflict,,a type of player or character that specializes in tanking,,oondasta;challengers,,,1,1,1,JournalEncounterSection,tank-specced:1,27.6931,0.9,False,
targets--tranquillien,targets--tranquillien,targets--tranquillien,,targets--tranquillien,targets--tranquillien,compound,targets--tranquillien,,targets--tranquillien,war_conflict,,a type of target or enemy that is being attacked,,map;eversong,,,1,1,1,BroadcastText,targets--tranquillien:1,27.6931,0.8,False,
thing--protecting,thing--protect,thing--protecting,,thing--protect,thing--protect,compound,thing--protecting,,thing--protecting,war_conflict,,something that protects or defends,,protect;defend;something,,,1,1,1,BroadcastText,thing--protecting:1,27.6931,0.8,False,
three-point,three-point,three-point,,three-point,three-point,compound,three-point,,three-point,war_conflict,,relating to a point or location in space,,point;location;space,,,1,1,1,JournalEncounter,three-point:1,27.6931,0.9,False,
threshold--only,threshold--only,threshold--only,,threshold--only,threshold--only,compound,threshold--only,,threshold--only,war_conflict,,a point or boundary beyond which something is possible,,point;boundary;something,,,1,1,1,BroadcastText,threshold--only:1,27.6931,0.8,False,
through--at,through--at,through--at,,through--at,through--at,compound,through--at,,through--at,war_conflict,,"relating to moving or passing through a location, possibly at a specific point",,move;pass;location,,,1,1,1,JournalEncounter,through--at:1,27.6931,0.8,False,
treasure--what,treasure--what,treasure--what,,treasure--what,treasure--what,compound,treasure--what,,treasure--what,war_conflict,,"a phrase used to express surprise or confusion about something, especially a loss or defeat",,loss;defeat,,,1,1,1,BroadcastText,treasure--what:1,27.6931,0.6,True,low_confidence
tribes--were,tribes--were,tribes--were,,tribes--were,tribes--were,compound,tribes--were,,tribes--were,war_conflict,,a phrase used to describe a group of people or animals that live together and share a common culture or language,,group;community,,,1,1,1,BroadcastText,tribes--were:1,27.6931,0.7,True,low_confidence
trolls--who,trolls--who,trolls--who,,trolls--who,trolls--who,compound,trolls--who,,trolls--who,war_conflict,,"a phrase used to describe a group of trolls, especially in terms of their behavior or actions",,group;community,,,1,1,1,JournalEncounter,trolls--who:1,27.6931,0.6,True,low_confidence
twelve-step,twelve-step,twelve-step,,twelve-step,twelve-step,compound,twelve-step,,twelve-step,war_conflict,,military strategy or plan,,battle;strategy,,,1,1,1,JournalEncounter,twelve-step:1,27.6931,1.0,False,
two-thousand,two-thousand,two-thousand,,two-thousand,two-thousand,compound,two-thousand,,two-thousand,war_conflict,,quantity or amount of time,,number;time,,,1,1,1,JournalEncounter,two-thousand:1,27.6931,1.0,False,
us--to,us--to,us--to,,us--to,us--to,compound,us--to,,us--to,war_conflict,,"leading or guiding oneself, especially in a military or strategic sense",,lead;guide;military,follow;obey,,1,1,1,BroadcastText,us--to:1,27.6931,0.8,False,
war--and,war--and,war--and,,war--and,war--and,compound,war--and,,war--and,war_conflict,,"relating to or characteristic of war, often used to describe conflict or violence",,war;conflict;violence,peace;harmony;coexistence,,1,1,1,BroadcastText,war--and:1,27.6931,0.8,False,
war--even,war--even,war--even,,war--even,war--even,compound,war--even,,war--even,war_conflict,,"relating to or characteristic of war, often used to describe conflict or violence",,war;conflict;violence,peace;harmony;coexistence,,1,1,1,BroadcastText,war--even:1,27.6931,0.8,False,
war-fleets,war-fleet,war-fleets,,war-fleet,war-fleet,compound,war-fleets,,war-fleets,war_conflict,,"relating to or characteristic of war, often used to describe conflict or violence",,war;conflict;violence,peace;harmony;coexistence,,1,1,1,BroadcastText,war-fleets:1,27.6931,0.9,False,
war-related,war-relate,war-related,,war-relate,war-relate,compound,war-related,,war-related,war_conflict,,"relating to or characteristic of war, often used to describe conflict or violence",,war;conflict;violence,peace;harmony;coexistence,,1,1,1,BroadcastText,war-related:1,27.6931,0.8,False,
well-defended,well-defend,well-defended,,well-defend,well-defend,compound,well-defended,,well-defended,war_conflict,,"strongly or skillfully defended, often used to describe military or defensive strategies",,defensive;protective,vulnerable;exposed,,1,1,1,BroadcastText,well-defended:1,27.6931,0.6,True,low_confidence
whack-a-gnoll,whack-a-gnoll,whack-a-gnoll,,whack-a-gnoll,whack-a-gnoll,compound,whack-a-gnoll,,whack-a-gnoll,war_conflict,,a game or activity involving hitting or fighting gnolls,,gnoll;fighting;hitting,,,1,1,1,ItemSparse,whack-a-gnoll:1,27.6931,1.0,False,
wind-guards,wind-guard,wind-guards,,wind-guard,wind-guard,compound,wind-guards,,wind-guards,war_conflict,,guards or protectors who use wind as a weapon,,guards;protectors;weapon,,,1,1,1,BroadcastText,wind-guards:1,27.6931,1.0,False,
last,last,last,,last,last,base,last,,,war_conflict,,happening or done at the end of a period of time,,final;end,,,235,234,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,last:235,15.4638,0.7,True,low_confidence
champion,champion,champion,,champion,champion,base,champion,,,war_conflict,,a person who is admired or respected for their achievements or qualities,,hero;winner,,,184,180,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,champion:184,15.2204,0.8,False,
final,final,final,,final,final,base,final,,,war_conflict,,happening or done at the end of a period of time,,last;end,,,176,171,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,final:176,15.1761,0.7,True,low_confidence
barrier,barrier,barrier,,barrier,barrier,base,barrier,,,war_conflict,,a physical or metaphorical obstacle,,obstacle;hindrance;impediment,,,122,92,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,barrier:122,14.8122,0.1,True,low_confidence
threat,threat,threat,,threat,threat,base,threat,,,war_conflict,,a person or thing that causes fear or danger,,danger;fear;menace,,,111,105,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,threat:111,14.7185,0.7,True,low_confidence
allies,ally,allies,,ally,ally,inflected_form,allies,,,war_conflict,,people or groups that work together to achieve a common goal,,friends;partners,,,674,607,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,allies:674,14.5147,1.0,False,
tanks,tank,tanks,,tank,tank,inflected_form,tanks,,,war_conflict,,large armored vehicles used in warfare,,armored;vehicle,,,641,639,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,tanks:641,14.4646,1.0,False,
rise,rise,rise,,rise,rise,base,rise,,,war_conflict,,to move upward or become more powerful,,move;become,,,75,74,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,rise:75,14.3307,1.0,False,
